Material_Pair,Design_Thickness_nm,Design_Trap_Depth_eV,Voltage_Applied_V,Voltage_Effective_V,J_OFF_A_m2,J_ON_A_m2,I_OFF_A,I_ON_A
Candidate_5,4.5,1.2,3.0,3.0,1547314.3337624774,1547314.3353884663,1.5473143337624773e-08,1.5473143353884663e-08
Candidate_5,4.5,1.4,-3.0,-3.0,-1547314.3337624774,-1547314.3337631873,-1.5473143337624773e-08,-1.5473143337631874e-08
Candidate_5,4.5,1.4,-2.95,-2.95,-1211154.9003689871,-1211154.9003695461,-1.211154900368987e-08,-1.2111549003695462e-08
Candidate_5,4.5,1.4,-2.9,-2.9,-940603.0357814679,-940603.0357819069,-9.406030357814679e-09,-9.40603035781907e-09
Candidate_5,4.5,1.4,-2.85,-2.85,-724474.8340625239,-724474.8340628679,-7.244748340625239e-09,-7.2447483406286795e-09
Candidate_5,4.5,1.4,-2.8,-2.8,-553175.2931993778,-553175.2931996469,-5.531752931993779e-09,-5.531752931996469e-09
Candidate_5,4.5,1.4,-2.75,-2.75,-418527.0591965393,-418527.0591967491,-4.185270591965393e-09,-4.185270591967492e-09
Candidate_5,4.5,1.4,-2.7,-2.7,-313609.72139255964,-313609.7213927229,-3.1360972139255963e-09,-3.136097213927229e-09
Candidate_5,4.5,1.4,-2.65,-2.65,-232609.94853245144,-232609.9485325782,-2.3260994853245143e-09,-2.326099485325782e-09
Candidate_5,4.5,1.4,-2.6,-2.6,-170682.65286172676,-170682.6528618249,-1.7068265286172676e-09,-1.706826528618249e-09
Candidate_5,4.5,1.4,-2.55,-2.55,-123823.2638880954,-123823.26388817118,-1.238232638880954e-09,-1.2382326388817117e-09
Candidate_5,4.5,1.4,-2.5,-2.5,-88751.08624498828,-88751.08624504664,-8.875108624498828e-10,-8.875108624504664e-10
Candidate_5,4.5,1.4,-2.45,-2.45,-62803.60922660115,-62803.60922664595,-6.280360922660114e-10,-6.280360922664596e-10
Candidate_5,4.5,1.4,-2.4,-2.4,-43841.53112526653,-43841.53112530083,-4.384153112526653e-10,-4.3841531125300835e-10
Candidate_5,4.5,1.4,-2.35,-2.35,-30164.161658005207,-30164.161658031393,-3.016416165800521e-10,-3.0164161658031394e-10
Candidate_5,4.5,1.4,-2.3,-2.3,-20434.772723760343,-20434.772723780272,-2.0434772723760343e-10,-2.0434772723780273e-10
Candidate_5,4.5,1.4,-2.25,-2.25,-13615.38365759322,-13615.383657608336,-1.361538365759322e-10,-1.3615383657608335e-10
Candidate_5,4.5,1.4,-2.2,-2.2,-8910.394102281738,-8910.394102293165,-8.910394102281738e-11,-8.910394102293165e-11
Candidate_5,4.5,1.4,-2.15,-2.15,-5718.417441029321,-5718.417441037929,-5.7184174410293205e-11,-5.718417441037929e-11
Candidate_5,4.5,1.4,-2.1,-2.1,-3591.6218761357804,-3591.621876142243,-3.5916218761357804e-11,-3.591621876142243e-11
Candidate_5,4.5,1.4,-2.05,-2.05,-2201.855437891677,-2201.85543789651,-2.201855437891677e-11,-2.20185543789651e-11
Candidate_5,4.5,1.4,-2.0,-2.0,-1312.8148914193118,-1312.8148914229125,-1.3128148914193119e-11,-1.3128148914229125e-11
Candidate_5,4.5,1.4,-1.95,-1.95,-757.5138467263275,-757.5138467289993,-7.575138467263275e-12,-7.575138467289994e-12
Candidate_5,4.5,1.4,-1.9,-1.9,-420.307101656564,-420.3071016585382,-4.2030710165656395e-12,-4.203071016585382e-12
Candidate_5,4.5,1.4,-1.85,-1.85,-222.73513126780028,-222.73513126925275,-2.2273513126780027e-12,-2.2273513126925276e-12
Candidate_5,4.5,1.4,-1.8,-1.8,-112.49495165009043,-112.49495165115417,-1.1249495165009043e-12,-1.1249495165115417e-12
Candidate_5,4.5,1.4,-1.75,-1.75,-55.019903671658376,-55.01990367243375,-5.501990367165838e-13,-5.501990367243375e-13
Candidate_5,4.5,1.4,-1.7,-1.7,-27.504059481190517,-27.504059481752893,-2.7504059481190517e-13,-2.7504059481752893e-13
Candidate_5,4.5,1.4,-1.65,-1.65,-15.299108585687884,-15.299108586093661,-1.5299108585687885e-13,-1.529910858609366e-13
Candidate_5,4.5,1.4,-1.6,-1.6,-9.886641792990607,-9.886641793281802,-9.886641792990607e-14,-9.886641793281802e-14
Candidate_5,4.5,1.4,-1.55,-1.55,-7.118639761743769,-7.118639761951545,-7.118639761743769e-14,-7.118639761951545e-14
Candidate_5,4.5,1.4,-1.5,-1.5,-5.360988965615847,-5.360988965763212,-5.3609889656158464e-14,-5.3609889657632126e-14
Candidate_5,4.5,1.4,-1.45,-1.45,-4.076978759448219,-4.076978759552079,-4.0769787594482195e-14,-4.0769787595520784e-14
Candidate_5,4.5,1.4,-1.4,-1.4,-3.0962469915590547,-3.096246991631764,-3.096246991559055e-14,-3.096246991631764e-14
Candidate_5,4.5,1.4,-1.35,-1.35,-2.345395432433982,-2.3453954324845254,-2.345395432433982e-14,-2.3453954324845255e-14
Candidate_5,4.5,1.4,-1.3,-1.3,-1.7745329157879937,-1.7745329158228664,-1.7745329157879938e-14,-1.7745329158228665e-14
Candidate_5,4.5,1.4,-1.25,-1.25,-1.343026220598835,-1.343026220622705,-1.343026220598835e-14,-1.343026220622705e-14
Candidate_5,4.5,1.4,-1.2,-1.2,-1.0178067322912792,-1.01780673230748,-1.0178067322912791e-14,-1.01780673230748e-14
Candidate_5,4.5,1.4,-1.15,-1.15,-0.7728421250354722,-0.7728421250463691,-7.728421250354722e-15,-7.72842125046369e-15
Candidate_5,4.5,1.4,-1.1,-1.1,-0.5881663362585212,-0.58816633626578,-5.881663362585212e-15,-5.8816633626578e-15
Candidate_5,4.5,1.4,-1.05,-1.05,-0.44870087023979344,-0.4487008702445787,-4.487008702397934e-15,-4.487008702445787e-15
Candidate_5,4.5,1.4,-1.0,-1.0,-0.3431474130230804,-0.34314741302619994,-3.431474130230804e-15,-3.4314741302619994e-15
Candidate_5,4.5,1.4,-0.95,-0.95,-0.2630669969115714,-0.26306699691358065,-2.6306699691157144e-15,-2.6306699691358066e-15
Candidate_5,4.5,1.4,-0.9,-0.9,-0.20215936673952004,-0.2021593667407972,-2.0215936673952005e-15,-2.021593667407972e-15
Candidate_5,4.5,1.4,-0.85,-0.85,-0.15571608863779335,-0.15571608863859362,-1.5571608863779334e-15,-1.5571608863859362e-15
Candidate_5,4.5,1.4,-0.8,-0.8,-0.12021180447174679,-0.12021180447224042,-1.202118044717468e-15,-1.2021180447224042e-15
Candidate_5,4.5,1.4,-0.75,-0.75,-0.09300087596496462,-0.09300087596526388,-9.30008759649646e-16,-9.300087596526388e-16
Candidate_5,4.5,1.4,-0.7,-0.7,-0.07209281606772494,-0.0720928160679029,-7.209281606772494e-16,-7.20928160679029e-16
Candidate_5,4.5,1.4,-0.65,-0.65,-0.055986055504718114,-0.05598605550482169,-5.598605550471812e-16,-5.598605550482169e-16
Candidate_5,4.5,1.4,-0.6,-0.6,-0.04354472894429699,-0.04354472894435583,-4.3544728944296993e-16,-4.3544728944355827e-16
Candidate_5,4.5,1.4,-0.55,-0.55,-0.033907155741610094,-0.0339071557416426,-3.390715574161009e-16,-3.3907155741642603e-16
Candidate_5,4.5,1.4,-0.5,-0.5,-0.026417687185754487,-0.026417687185771886,-2.641768718575449e-16,-2.6417687185771887e-16
Candidate_5,4.5,1.4,-0.45,-0.45,-0.020575806117361903,-0.020575806117370875,-2.0575806117361903e-16,-2.0575806117370876e-16
Candidate_5,4.5,1.4,-0.4,-0.4,-0.015997987535966277,-0.015997987535970704,-1.5997987535966278e-16,-1.5997987535970703e-16
Candidate_5,4.5,1.4,-0.35,-0.35,-0.012389014377940499,-0.012389014377942568,-1.23890143779405e-16,-1.2389014377942567e-16
Candidate_5,4.5,1.4,-0.3,-0.3,-0.00952030799461071,-0.009520307994611614,-9.52030799461071e-17,-9.520307994611614e-17
Candidate_5,4.5,1.4,-0.25,-0.25,-0.007213464507580565,-0.007213464507580928,-7.213464507580565e-17,-7.213464507580928e-17
Candidate_5,4.5,1.4,-0.2,-0.2,-0.005327649272216787,-0.005327649272216916,-5.327649272216787e-17,-5.327649272216916e-17
Candidate_5,4.5,1.4,-0.15,-0.15,-0.0073441172637509254,-0.007344117263750964,-7.344117263750926e-17,-7.344117263750964e-17
Candidate_5,4.5,1.4,-0.1,-0.1,-0.0048960782019394225,-0.004896078201939431,-4.896078201939423e-17,-4.8960782019394314e-17
Candidate_5,4.5,1.4,-0.05,-0.05,-0.002448039108224622,-0.002448039108224623,-2.448039108224622e-17,-2.448039108224623e-17
Candidate_5,4.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0
Candidate_5,4.5,1.4,0.05,0.05,0.0024480391082246436,0.0024480391082246445,2.4480391082246435e-17,2.4480391082246445e-17
Candidate_5,4.5,1.4,0.1,0.1,0.004896078201939443,0.004896078201939452,4.896078201939443e-17,4.896078201939452e-17
Candidate_5,4.5,1.4,0.15,0.15,0.007344117263750948,0.007344117263750986,7.344117263750948e-17,7.344117263750986e-17
Candidate_5,4.5,1.4,0.2,0.2,0.005327649272216785,0.005327649272216914,5.327649272216785e-17,5.327649272216914e-17
Candidate_5,4.5,1.4,0.25,0.25,0.007213464507580565,0.007213464507580928,7.213464507580565e-17,7.213464507580928e-17
Candidate_5,4.5,1.4,0.3,0.3,0.009520307994610747,0.00952030799461165,9.520307994610746e-17,9.520307994611651e-17
Candidate_5,4.5,1.4,0.35,0.35,0.012389014377940497,0.012389014377942566,1.2389014377940496e-16,1.2389014377942567e-16
Candidate_5,4.5,1.4,0.4,0.4,0.01599798753596633,0.015997987535970756,1.599798753596633e-16,1.5997987535970757e-16
Candidate_5,4.5,1.4,0.45,0.45,0.0205758061173619,0.020575806117370872,2.05758061173619e-16,2.0575806117370871e-16
Candidate_5,4.5,1.4,0.5,0.5,0.026417687185754487,0.026417687185771886,2.641768718575449e-16,2.6417687185771887e-16
Candidate_5,4.5,1.4,0.55,0.55,0.033907155741610094,0.0339071557416426,3.390715574161009e-16,3.3907155741642603e-16
Candidate_5,4.5,1.4,0.6,0.6,0.043544728944296986,0.04354472894435582,4.3544728944296983e-16,4.3544728944355823e-16
Candidate_5,4.5,1.4,0.65,0.65,0.0559860555047183,0.05598605550482188,5.59860555047183e-16,5.598605550482188e-16
Candidate_5,4.5,1.4,0.7,0.7,0.07209281606772518,0.07209281606790313,7.209281606772518e-16,7.2092816067903135e-16
Candidate_5,4.5,1.4,0.75,0.75,0.09300087596496462,0.09300087596526388,9.30008759649646e-16,9.300087596526388e-16
Candidate_5,4.5,1.4,0.8,0.8,0.1202118044717476,0.12021180447224124,1.202118044717476e-15,1.2021180447224123e-15
Candidate_5,4.5,1.4,0.85,0.85,0.15571608863779335,0.15571608863859362,1.5571608863779334e-15,1.5571608863859362e-15
Candidate_5,4.5,1.4,0.9,0.9,0.2021593667395207,0.20215936674079787,2.021593667395207e-15,2.021593667407979e-15
Candidate_5,4.5,1.4,0.95,0.95,0.2630669969115714,0.26306699691358065,2.6306699691157144e-15,2.6306699691358066e-15
Candidate_5,4.5,1.4,1.0,1.0,0.3431474130230804,0.34314741302619994,3.431474130230804e-15,3.4314741302619994e-15
Candidate_5,4.5,1.4,1.05,1.05,0.44870087023979344,0.4487008702445787,4.487008702397934e-15,4.487008702445787e-15
Candidate_5,4.5,1.4,1.1,1.1,0.5881663362585229,0.5881663362657816,5.8816633625852285e-15,5.881663362657816e-15
Candidate_5,4.5,1.4,1.15,1.15,0.772842125035472,0.7728421250463688,7.72842125035472e-15,7.728421250463689e-15
Candidate_5,4.5,1.4,1.2,1.2,1.0178067322912792,1.01780673230748,1.0178067322912791e-14,1.01780673230748e-14
Candidate_5,4.5,1.4,1.25,1.25,1.343026220598835,1.343026220622705,1.343026220598835e-14,1.343026220622705e-14
Candidate_5,4.5,1.4,1.3,1.3,1.7745329157879937,1.7745329158228664,1.7745329157879938e-14,1.7745329158228665e-14
Candidate_5,4.5,1.4,1.35,1.35,2.3453954324339885,2.345395432484532,2.3453954324339885e-14,2.345395432484532e-14
Candidate_5,4.5,1.4,1.4,1.4,3.0962469915590645,3.096246991631774,3.0962469915590645e-14,3.096246991631774e-14
Candidate_5,4.5,1.4,1.45,1.45,4.0769787594482185,4.076978759552078,4.076978759448218e-14,4.076978759552078e-14
Candidate_5,4.5,1.4,1.5,1.5,5.360988965615847,5.360988965763212,5.3609889656158464e-14,5.3609889657632126e-14
Candidate_5,4.5,1.4,1.55,1.55,7.118639761743769,7.118639761951545,7.118639761743769e-14,7.118639761951545e-14
Candidate_5,4.5,1.4,1.6,1.6,9.88664179299068,9.886641793281875,9.88664179299068e-14,9.886641793281875e-14
Candidate_5,4.5,1.4,1.65,1.65,15.299108585687911,15.299108586093688,1.529910858568791e-13,1.5299108586093688e-13
Candidate_5,4.5,1.4,1.7,1.7,27.504059481190662,27.50405948175304,2.7504059481190664e-13,2.750405948175304e-13
Candidate_5,4.5,1.4,1.75,1.75,55.019903671658376,55.01990367243375,5.501990367165838e-13,5.501990367243375e-13
Candidate_5,4.5,1.4,1.8,1.8,112.49495165009228,112.49495165115601,1.1249495165009227e-12,1.12494951651156e-12
Candidate_5,4.5,1.4,1.85,1.85,222.73513126780142,222.73513126925388,2.227351312678014e-12,2.227351312692539e-12
Candidate_5,4.5,1.4,1.9,1.9,420.30710165656586,420.3071016585401,4.203071016565659e-12,4.2030710165854006e-12
Candidate_5,4.5,1.4,1.95,1.95,757.5138467263306,757.5138467290024,7.575138467263306e-12,7.575138467290024e-12
Candidate_5,4.5,1.4,2.0,2.0,1312.8148914193118,1312.8148914229125,1.3128148914193119e-11,1.3128148914229125e-11
Candidate_5,4.5,1.4,2.05,2.05,2201.8554378916942,2201.8554378965273,2.201855437891694e-11,2.2018554378965273e-11
Candidate_5,4.5,1.4,2.1,2.1,3591.6218761358086,3591.621876142271,3.591621876135809e-11,3.591621876142271e-11
Candidate_5,4.5,1.4,2.15,2.15,5718.417441029346,5718.417441037955,5.7184174410293464e-11,5.718417441037955e-11
Candidate_5,4.5,1.4,2.2,2.2,8910.394102281738,8910.394102293165,8.910394102281738e-11,8.910394102293165e-11
Candidate_5,4.5,1.4,2.25,2.25,13615.38365759322,13615.383657608336,1.361538365759322e-10,1.3615383657608335e-10
Candidate_5,4.5,1.4,2.3,2.3,20434.772723760507,20434.772723780436,2.0434772723760506e-10,2.0434772723780435e-10
Candidate_5,4.5,1.4,2.35,2.35,30164.16165800539,30164.161658031575,3.016416165800539e-10,3.0164161658031575e-10
Candidate_5,4.5,1.4,2.4,2.4,43841.531125266534,43841.53112530084,4.3841531125266533e-10,4.384153112530084e-10
Candidate_5,4.5,1.4,2.45,2.45,62803.60922660115,62803.60922664595,6.280360922660114e-10,6.280360922664596e-10
Candidate_5,4.5,1.4,2.5,2.5,88751.08624498828,88751.08624504664,8.875108624498828e-10,8.875108624504664e-10
Candidate_5,4.5,1.4,2.55,2.55,123823.26388809641,123823.26388817218,1.2382326388809642e-09,1.2382326388817219e-09
Candidate_5,4.5,1.4,2.6,2.6,170682.65286172717,170682.6528618253,1.7068265286172717e-09,1.7068265286182531e-09
Candidate_5,4.5,1.4,2.65,2.65,232609.94853245144,232609.9485325782,2.3260994853245143e-09,2.326099485325782e-09
Candidate_5,4.5,1.4,2.7,2.7,313609.72139255964,313609.7213927229,3.1360972139255963e-09,3.136097213927229e-09
Candidate_5,4.5,1.4,2.75,2.75,418527.0591965393,418527.0591967491,4.185270591965393e-09,4.185270591967492e-09
Candidate_5,4.5,1.4,2.8,2.8,553175.2931993811,553175.2931996501,5.531752931993811e-09,5.531752931996501e-09
Candidate_5,4.5,1.4,2.85,2.85,724474.8340625254,724474.8340628694,7.244748340625254e-09,7.244748340628694e-09
Candidate_5,4.5,1.4,2.9,2.9,940603.03578147,940603.035781909,9.4060303578147e-09,9.40603035781909e-09
Candidate_5,4.5,1.4,2.95,2.95,1211154.9003689871,1211154.9003695461,1.211154900368987e-08,1.2111549003695462e-08
Candidate_5,4.5,1.4,3.0,3.0,1547314.3337624774,1547314.3337631873,1.5473143337624773e-08,1.5473143337631874e-08
Candidate_5,4.5,1.6,-3.0,-3.0,-1547314.3337624774,-1547314.3337624776,-1.5473143337624773e-08,-1.5473143337624777e-08
Candidate_5,4.5,1.6,-2.95,-2.95,-1211154.9003689871,-1211154.9003689873,-1.211154900368987e-08,-1.2111549003689874e-08
Candidate_5,4.5,1.6,-2.9,-2.9,-940603.0357814679,-940603.0357814681,-9.406030357814679e-09,-9.406030357814682e-09
Candidate_5,4.5,1.6,-2.85,-2.85,-724474.8340625239,-724474.834062524,-7.244748340625239e-09,-7.24474834062524e-09
Candidate_5,4.5,1.6,-2.8,-2.8,-553175.2931993778,-553175.293199378,-5.531752931993779e-09,-5.5317529319937796e-09
Candidate_5,4.5,1.6,-2.75,-2.75,-418527.0591965393,-418527.0591965394,-4.185270591965393e-09,-4.185270591965394e-09
Candidate_5,4.5,1.6,-2.7,-2.7,-313609.72139255964,-313609.7213925597,-3.1360972139255963e-09,-3.136097213925597e-09
Candidate_5,4.5,1.6,-2.65,-2.65,-232609.94853245144,-232609.9485324515,-2.3260994853245143e-09,-2.326099485324515e-09
Candidate_5,4.5,1.6,-2.6,-2.6,-170682.65286172676,-170682.6528617268,-1.7068265286172676e-09,-1.706826528617268e-09
Candidate_5,4.5,1.6,-2.55,-2.55,-123823.2638880954,-123823.26388809543,-1.238232638880954e-09,-1.2382326388809542e-09
Candidate_5,4.5,1.6,-2.5,-2.5,-88751.08624498828,-88751.08624498831,-8.875108624498828e-10,-8.875108624498831e-10
Candidate_5,4.5,1.6,-2.45,-2.45,-62803.60922660115,-62803.60922660117,-6.280360922660114e-10,-6.280360922660116e-10
Candidate_5,4.5,1.6,-2.4,-2.4,-43841.53112526653,-43841.53112526654,-4.384153112526653e-10,-4.3841531125266543e-10
Candidate_5,4.5,1.6,-2.35,-2.35,-30164.161658005207,-30164.161658005218,-3.016416165800521e-10,-3.016416165800522e-10
Candidate_5,4.5,1.6,-2.3,-2.3,-20434.772723760343,-20434.77272376035,-2.0434772723760343e-10,-2.043477272376035e-10
Candidate_5,4.5,1.6,-2.25,-2.25,-13615.38365759322,-13615.383657593227,-1.361538365759322e-10,-1.3615383657593226e-10
Candidate_5,4.5,1.6,-2.2,-2.2,-8910.394102281738,-8910.394102281743,-8.910394102281738e-11,-8.910394102281743e-11
Candidate_5,4.5,1.6,-2.15,-2.15,-5718.417441029321,-5718.417441029324,-5.7184174410293205e-11,-5.7184174410293244e-11
Candidate_5,4.5,1.6,-2.1,-2.1,-3591.6218761357804,-3591.621876135783,-3.5916218761357804e-11,-3.591621876135783e-11
Candidate_5,4.5,1.6,-2.05,-2.05,-2201.855437891677,-2201.8554378916792,-2.201855437891677e-11,-2.2018554378916793e-11
Candidate_5,4.5,1.6,-2.0,-2.0,-1312.8148914193118,-1312.8148914193134,-1.3128148914193119e-11,-1.3128148914193135e-11
Candidate_5,4.5,1.6,-1.95,-1.95,-757.5138467263275,-757.5138467263287,-7.575138467263275e-12,-7.575138467263286e-12
Candidate_5,4.5,1.6,-1.9,-1.9,-420.307101656564,-420.30710165656484,-4.2030710165656395e-12,-4.2030710165656484e-12
Candidate_5,4.5,1.6,-1.85,-1.85,-222.73513126780028,-222.7351312678009,-2.2273513126780027e-12,-2.227351312678009e-12
Candidate_5,4.5,1.6,-1.8,-1.8,-112.49495165009043,-112.4949516500909,-1.1249495165009043e-12,-1.124949516500909e-12
Candidate_5,4.5,1.6,-1.75,-1.75,-55.019903671658376,-55.01990367165872,-5.501990367165838e-13,-5.501990367165871e-13
Candidate_5,4.5,1.6,-1.7,-1.7,-27.504059481190517,-27.50405948119076,-2.7504059481190517e-13,-2.750405948119076e-13
Candidate_5,4.5,1.6,-1.65,-1.65,-15.299108585687884,-15.299108585688062,-1.5299108585687885e-13,-1.5299108585688062e-13
Candidate_5,4.5,1.6,-1.6,-1.6,-9.886641792990607,-9.886641792990735,-9.886641792990607e-14,-9.886641792990735e-14
Candidate_5,4.5,1.6,-1.55,-1.55,-7.118639761743769,-7.11863976174386,-7.118639761743769e-14,-7.11863976174386e-14
Candidate_5,4.5,1.6,-1.5,-1.5,-5.360988965615847,-5.360988965615911,-5.3609889656158464e-14,-5.360988965615911e-14
Candidate_5,4.5,1.6,-1.45,-1.45,-4.076978759448219,-4.076978759448265,-4.0769787594482195e-14,-4.076978759448265e-14
Candidate_5,4.5,1.6,-1.4,-1.4,-3.0962469915590547,-3.0962469915590862,-3.096246991559055e-14,-3.096246991559086e-14
Candidate_5,4.5,1.6,-1.35,-1.35,-2.345395432433982,-2.345395432434004,-2.345395432433982e-14,-2.345395432434004e-14
Candidate_5,4.5,1.6,-1.3,-1.3,-1.7745329157879937,-1.774532915788009,-1.7745329157879938e-14,-1.774532915788009e-14
Candidate_5,4.5,1.6,-1.25,-1.25,-1.343026220598835,-1.3430262205988455,-1.343026220598835e-14,-1.3430262205988454e-14
Candidate_5,4.5,1.6,-1.2,-1.2,-1.0178067322912792,-1.0178067322912863,-1.0178067322912791e-14,-1.0178067322912862e-14
Candidate_5,4.5,1.6,-1.15,-1.15,-0.7728421250354722,-0.772842125035477,-7.728421250354722e-15,-7.72842125035477e-15
Candidate_5,4.5,1.6,-1.1,-1.1,-0.5881663362585212,-0.5881663362585244,-5.881663362585212e-15,-5.881663362585244e-15
Candidate_5,4.5,1.6,-1.05,-1.05,-0.44870087023979344,-0.44870087023979555,-4.487008702397934e-15,-4.4870087023979555e-15
Candidate_5,4.5,1.6,-1.0,-1.0,-0.3431474130230804,-0.34314741302308177,-3.431474130230804e-15,-3.4314741302308177e-15
Candidate_5,4.5,1.6,-0.95,-0.95,-0.2630669969115714,-0.2630669969115723,-2.6306699691157144e-15,-2.630669969115723e-15
Candidate_5,4.5,1.6,-0.9,-0.9,-0.20215936673952004,-0.2021593667395206,-2.0215936673952005e-15,-2.021593667395206e-15
Candidate_5,4.5,1.6,-0.85,-0.85,-0.15571608863779335,-0.1557160886377937,-1.5571608863779334e-15,-1.5571608863779371e-15
Candidate_5,4.5,1.6,-0.8,-0.8,-0.12021180447174679,-0.12021180447174701,-1.202118044717468e-15,-1.2021180447174701e-15
Candidate_5,4.5,1.6,-0.75,-0.75,-0.09300087596496462,-0.09300087596496474,-9.30008759649646e-16,-9.300087596496475e-16
Candidate_5,4.5,1.6,-0.7,-0.7,-0.07209281606772494,-0.07209281606772502,-7.209281606772494e-16,-7.209281606772502e-16
Candidate_5,4.5,1.6,-0.65,-0.65,-0.055986055504718114,-0.05598605550471816,-5.598605550471812e-16,-5.598605550471817e-16
Candidate_5,4.5,1.6,-0.6,-0.6,-0.04354472894429699,-0.04354472894429702,-4.3544728944296993e-16,-4.354472894429702e-16
Candidate_5,4.5,1.6,-0.55,-0.55,-0.033907155741610094,-0.03390715574161011,-3.390715574161009e-16,-3.3907155741610106e-16
Candidate_5,4.5,1.6,-0.5,-0.5,-0.026417687185754487,-0.026417687185754494,-2.641768718575449e-16,-2.6417687185754493e-16
Candidate_5,4.5,1.6,-0.45,-0.45,-0.020575806117361903,-0.020575806117361907,-2.0575806117361903e-16,-2.0575806117361908e-16
Candidate_5,4.5,1.6,-0.4,-0.4,-0.015997987535966277,-0.01599798753596628,-1.5997987535966278e-16,-1.599798753596628e-16
Candidate_5,4.5,1.6,-0.35,-0.35,-0.012389014377940499,-0.0123890143779405,-1.23890143779405e-16,-1.2389014377940501e-16
Candidate_5,4.5,1.6,-0.3,-0.3,-0.00952030799461071,-0.00952030799461071,-9.52030799461071e-17,-9.52030799461071e-17
Candidate_5,4.5,1.6,-0.25,-0.25,-0.007213464507580565,-0.007213464507580565,-7.213464507580565e-17,-7.213464507580565e-17
Candidate_5,4.5,1.6,-0.2,-0.2,-0.005327649272216787,-0.005327649272216787,-5.327649272216787e-17,-5.327649272216787e-17
Candidate_5,4.5,1.6,-0.15,-0.15,-0.0073441172637509254,-0.0073441172637509254,-7.344117263750926e-17,-7.344117263750926e-17
Candidate_5,4.5,1.6,-0.1,-0.1,-0.0048960782019394225,-0.0048960782019394225,-4.896078201939423e-17,-4.896078201939423e-17
Candidate_5,4.5,1.6,-0.05,-0.05,-0.002448039108224622,-0.002448039108224622,-2.448039108224622e-17,-2.448039108224622e-17
Candidate_5,4.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Candidate_5,4.5,1.6,0.05,0.05,0.0024480391082246436,0.0024480391082246436,2.4480391082246435e-17,2.4480391082246435e-17
Candidate_5,4.5,1.6,0.1,0.1,0.004896078201939443,0.004896078201939443,4.896078201939443e-17,4.896078201939443e-17
Candidate_5,4.5,1.6,0.15,0.15,0.007344117263750948,0.007344117263750948,7.344117263750948e-17,7.344117263750948e-17
Candidate_5,4.5,1.6,0.2,0.2,0.005327649272216785,0.005327649272216785,5.327649272216785e-17,5.327649272216785e-17
Candidate_5,4.5,1.6,0.25,0.25,0.007213464507580565,0.007213464507580565,7.213464507580565e-17,7.213464507580565e-17
Candidate_5,4.5,1.6,0.3,0.3,0.009520307994610747,0.009520307994610747,9.520307994610746e-17,9.520307994610746e-17
Candidate_5,4.5,1.6,0.35,0.35,0.012389014377940497,0.012389014377940499,1.2389014377940496e-16,1.23890143779405e-16
Candidate_5,4.5,1.6,0.4,0.4,0.01599798753596633,0.015997987535966332,1.599798753596633e-16,1.5997987535966332e-16
Candidate_5,4.5,1.6,0.45,0.45,0.0205758061173619,0.020575806117361903,2.05758061173619e-16,2.0575806117361903e-16
Candidate_5,4.5,1.6,0.5,0.5,0.026417687185754487,0.026417687185754494,2.641768718575449e-16,2.6417687185754493e-16
Candidate_5,4.5,1.6,0.55,0.55,0.033907155741610094,0.03390715574161011,3.390715574161009e-16,3.3907155741610106e-16
Candidate_5,4.5,1.6,0.6,0.6,0.043544728944296986,0.04354472894429701,4.3544728944296983e-16,4.3544728944297013e-16
Candidate_5,4.5,1.6,0.65,0.65,0.0559860555047183,0.05598605550471835,5.59860555047183e-16,5.598605550471835e-16
Candidate_5,4.5,1.6,0.7,0.7,0.07209281606772518,0.07209281606772526,7.209281606772518e-16,7.209281606772526e-16
Candidate_5,4.5,1.6,0.75,0.75,0.09300087596496462,0.09300087596496474,9.30008759649646e-16,9.300087596496475e-16
Candidate_5,4.5,1.6,0.8,0.8,0.1202118044717476,0.12021180447174783,1.202118044717476e-15,1.2021180447174782e-15
Candidate_5,4.5,1.6,0.85,0.85,0.15571608863779335,0.1557160886377937,1.5571608863779334e-15,1.5571608863779371e-15
Candidate_5,4.5,1.6,0.9,0.9,0.2021593667395207,0.20215936673952126,2.021593667395207e-15,2.0215936673952128e-15
Candidate_5,4.5,1.6,0.95,0.95,0.2630669969115714,0.2630669969115723,2.6306699691157144e-15,2.630669969115723e-15
Candidate_5,4.5,1.6,1.0,1.0,0.3431474130230804,0.34314741302308177,3.431474130230804e-15,3.4314741302308177e-15
Candidate_5,4.5,1.6,1.05,1.05,0.44870087023979344,0.44870087023979555,4.487008702397934e-15,4.4870087023979555e-15
Candidate_5,4.5,1.6,1.1,1.1,0.5881663362585229,0.5881663362585261,5.8816633625852285e-15,5.881663362585261e-15
Candidate_5,4.5,1.6,1.15,1.15,0.772842125035472,0.7728421250354768,7.72842125035472e-15,7.728421250354767e-15
Candidate_5,4.5,1.6,1.2,1.2,1.0178067322912792,1.0178067322912863,1.0178067322912791e-14,1.0178067322912862e-14
Candidate_5,4.5,1.6,1.25,1.25,1.343026220598835,1.3430262205988455,1.343026220598835e-14,1.3430262205988454e-14
Candidate_5,4.5,1.6,1.3,1.3,1.7745329157879937,1.774532915788009,1.7745329157879938e-14,1.774532915788009e-14
Candidate_5,4.5,1.6,1.35,1.35,2.3453954324339885,2.3453954324340107,2.3453954324339885e-14,2.3453954324340106e-14
